second,mean_vmaf,mean_psnr,mean_ssim,mean_strred,mean_bitrate,rebuffer_fraction,mean_cont_mos,video_name,content_name,adaptation_algorithm,throughput_trace,spatial_info,temporal_info,rebuffer_duration_sec,retrospective_mos
10,52.03587597739193,30.166542250000003,0.880524,390.366369755878,677.7823255813953,0.0,-0.25816403310460373,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
11,47.19865315347558,27.79976075,0.8976601666666667,150.65166253189753,706.5441860465116,0.0,-0.35039312447656457,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
12,54.62469111057411,28.348432541666664,0.9221764583333334,64.620467808678,776.3944186046512,0.0,-0.39226532619841353,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
13,52.75479812923887,28.167687875,0.9157381666666667,75.80931741765217,832.8848372093022,0.0,-0.36317962597372966,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
14,53.690815746848784,28.036104750000003,0.9114180416666665,82.3859074149228,889.3752558139535,0.0,-0.29730933989554176,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
15,52.29365940658309,27.980575416666664,0.9044142083333333,92.76417226609296,1027.0531162790696,0.0,-0.27301049354761103,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
16,52.144807589023145,28.09449125,0.8971127499999999,108.32656372486025,1078.8362666666667,0.0,-0.3032148094973328,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
17,70.89062579319322,36.728461833333334,0.9634572916666667,52.929437677174995,965.9584,0.0,-0.3426833039358379,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
18,75.08137542113393,36.798567750000004,0.9564702500000001,157.45202349906484,769.9691594202899,0.0,-0.2540330692047419,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
19,70.66185591909033,33.90325483333333,0.9486805,40.561564902037624,718.3930434782609,0.0,-0.19074679215436285,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
20,70.1282762271429,36.29928683333333,0.9693112916666667,44.059579466825674,712.7756465638149,0.0,-0.10372158678020667,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
21,56.70001925800937,34.302988291666665,0.9438038750000001,163.74019261399795,572.7944312393888,0.0,-0.18657151836546704,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
22,37.54853798048451,30.808147833333333,0.8933580000000001,1035.3729062013074,170.43536842105263,0.0,-0.2651729504272582,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
23,49.914266133598325,31.861357375,0.9195927916666666,453.89684205047615,314.6267164685908,0.0,-0.517720531169442,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
24,59.06917489145047,32.23647495833333,0.9289668750000001,67.21035849645774,450.88430107526875,0.0,-0.6655711922254625,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
25,59.74644125004696,31.858987625,0.9265035416666666,70.79845155512545,420.73600000000005,0.0,-0.5162067527270963,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
26,68.09843133297393,37.562186625,0.97090275,55.19456136790021,787.1786666666667,0.0,-0.3751677063260917,TearsOfSteelRobot_VMAFViterbiQualityBasedAdaptor_Trace_1,TearsOfSteelRobot,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,69.11774877987803,31.887388545502258,0.0,-0.5169019173444446
0,29.810801631798135,27.10896539130435,0.8134179999999999,776.0801529360006,270.2724967340353,0.0,0.24028750384791966,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
1,30.1569437032586,26.80976413043478,0.8121962173913044,768.2090483359707,188.01564990193754,0.30434782608695654,-0.23573868151946956,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
2,31.844769214116717,27.42046865217391,0.8320424782608695,641.3800366761659,253.51526065907336,0.08695652173913043,-0.9237462546640968,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
3,31.02517519257112,28.408036173913043,0.8624684347826088,504.3703937863553,282.8409049144835,0.0,-1.1084268319032853,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
4,32.502060767945885,29.55070991304348,0.8865598695652174,337.1873297464151,301.4937062937062,0.0,-1.148825043542555,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
5,37.35487283564693,30.173690391304348,0.8983384347826088,295.91865341996726,283.2133431785606,0.0,-1.176192806347742,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
6,33.055230927014115,28.986226739130437,0.8819933913043478,318.9377725121101,263.2711288711289,0.0,-1.161109164014048,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
7,35.43412405798264,29.337576347826083,0.8690112608695651,402.584844877404,286.19554358684786,0.0,-1.1253115041591326,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
8,45.673013604006016,31.63769491304347,0.8983439130434784,214.68663642240682,294.28651348651346,0.0,-1.133523273526775,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
9,67.42565530728557,35.150838739130435,0.9572889565217391,57.00649381248486,387.9495050404142,0.0,-1.1041567089142221,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
10,62.02302218138112,34.7421192173913,0.949218043478261,57.716737962261334,391.49606125100195,0.0,-0.7841986965101322,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
11,63.75956049261577,35.40293939130435,0.957344956521739,37.85824693109552,428.73490146217415,0.0,-0.5725999290438468,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
12,50.85122227992487,32.843666608695656,0.9395610434782607,151.1952008002976,423.1353152776077,0.0,-0.3698597924570725,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
13,48.00862401917465,32.41945917391305,0.9415932608695651,160.32268199142032,396.53728090091715,0.0,-0.3093564088899959,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
14,48.999096066122014,32.61723439130434,0.939288,177.15349803234452,403.99278192163564,0.0,-0.3252121249960633,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
15,49.52374528780651,32.10194865217392,0.9378873913043477,128.6900317859003,425.1167014803379,0.0,-0.4524105552239559,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
16,44.97173846179235,31.581959130434775,0.9201750869565216,209.58583050627894,454.9508357255393,0.0,-0.4597261696322477,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
17,50.49804512098196,32.32575465217392,0.931161739130435,178.05902597037544,510.889837435292,0.0,-0.4903120211408815,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
18,57.32500502785833,32.244157347826096,0.938141043478261,187.92233294979187,487.4653567776097,0.0,-0.5064098628776152,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
19,57.57465124978974,32.906999782608686,0.9406404782608696,165.1656907711519,457.0135319226228,0.0,-0.5249647882847309,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
20,59.273303460873166,33.05903021739131,0.9509521304347828,128.34189402091496,440.3375912624925,0.0,-0.526056871333271,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
21,61.56295291996879,32.627665391304355,0.9442829565217393,167.6360945909528,425.05131232403966,0.0,-0.5425469185100402,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
22,35.68119404706738,28.672628826086953,0.8696935217391304,441.57047568137125,432.396125613517,0.0,-0.515136442365393,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
23,33.438382766716366,26.69196260869565,0.8635316086956522,286.8972209723114,437.1177912996095,0.0,-0.5036322481522002,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
24,37.55894163183765,27.60213173913044,0.884273347826087,240.05791336347315,409.0971163224127,0.0,-0.6208421165844366,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
25,33.90108980034953,27.482344217391304,0.8856096086956522,259.6401601746181,396.8380710198891,0.0,-0.7576484868171043,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
26,33.82790793397179,27.521072434782607,0.8863956086956521,213.7468874438587,401.8635447860136,0.0,-0.7913517725423327,ElFuenteDance_SimpleThroughputBasedAdaptor_Trace_2,ElFuenteDance,SimpleThroughputBasedAdaptor,Train_vestby_oslo,48.80988581524824,30.562098419365153,0.37537499999999996,-0.7903048382575504
0,41.55751149507823,28.19662616666666,0.9168958999999999,177.69130566557655,243.9168,0.0,0.05290547283874668,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
1,42.53879319655333,28.941187,0.9269894000000001,176.71659350888316,244.48479999999992,0.0,-0.1658452652932344,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
2,49.57790353414671,29.793252633333335,0.9415234,124.87691332688193,245.62079999999995,0.0,-0.3164744873530202,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
3,67.48411779003376,33.54251086666667,0.9696372999999999,70.27571956637509,364.3036000000001,0.0,-0.3133393895474628,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
4,74.8184881398864,35.27847663333333,0.9850372333333333,34.2386374106567,442.7969830508475,0.0,-0.07547288979249961,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
5,69.14888162042335,35.406764833333334,0.9787481,18.016338967511164,710.9247457627122,0.0,0.23054448715687023,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
6,69.45227039101817,35.9242518,0.9792447000000001,22.932133832855232,703.9094237288139,0.0,0.4325975832245154,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
7,70.12386894076431,35.6204925,0.9793819333333332,19.284124991371602,640.771525423729,0.0,0.5266039471621862,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
8,68.92176714192244,35.67255016666666,0.9780176666666667,25.253055893114936,602.0309152542374,0.0,0.5413066916174569,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
9,58.533946828344355,34.39673173333334,0.9729745999999999,39.93909908731726,350.21694915254227,0.0,0.5656218944286936,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
10,58.09670416289533,34.224793266666666,0.9722940999999999,41.233878186457034,401.2101694915255,0.0,0.5365417615971232,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
11,81.47075544779482,38.23668923333333,0.989395,22.152957080029466,656.1762711864405,0.0,0.5182312210860994,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
12,79.63579574327812,38.07239413333333,0.9889699333333334,40.9945503233432,614.243753791258,0.0,0.8646814289129701,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
13,70.9048054922272,36.15265133333333,0.9830409333333335,33.59733779134243,446.51368421052626,0.0,0.9473270446606066,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
14,74.44912575484894,37.766542566666665,0.9827951666666668,21.928192473241204,520.0937724957555,0.0,0.8671236236615677,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
15,79.108291373744,39.060062433333336,0.9829807666666668,12.183054856679734,690.2797419354841,0.0,0.8781834893074577,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
16,69.52419469749378,37.87656413333333,0.9644170666666666,60.6708446554796,678.2950645161291,0.0,0.8572330408319713,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
17,30.564715175027267,30.01642753333334,0.89741,255.46504329364006,652.4785714285715,0.0,0.7844686564209541,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
18,34.001505974177235,30.49284919999999,0.9146233,215.9607096473684,810.7465714285713,0.0,0.5424896755016905,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
19,46.564088119222674,32.33452276666666,0.9442105666666666,122.93443078214204,1084.1185714285714,0.0,0.36373785631177535,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
20,43.55800843679602,31.828538133333332,0.9343482999999999,137.28244453556175,1148.9099999999996,0.0,0.27314085763580576,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
21,42.95672803925303,31.197747133333333,0.9237423000000001,143.3512969326063,1213.7014285714283,0.0,0.204663655387585,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
22,41.555240370592976,30.77299066666667,0.918448,161.48660788587193,1158.539,0.0,0.17341358563905448,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
23,41.90198184650521,31.387102966666667,0.9201651666666668,168.750462295315,1126.6028571428574,0.0,0.18580442158267066,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
24,28.814591943454413,29.930309133333328,0.8620872,335.90582134027864,495.0622857142857,0.0,0.18760445839801224,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
25,22.672112509895822,29.624569366666663,0.8453307333333332,408.3110011444436,302.8542857142857,0.0,-0.026793320587755867,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
26,20.706585215744916,28.970645,0.8360016666666666,398.0468690508396,344.32586493506494,0.0,-0.21322196116809494,Sparks_VMAFViterbiQualityBasedAdaptor_Trace_1,Sparks,VMAFViterbiQualityBasedAdaptor,Tram_jernbanetorget_ljabru,51.2398822772529,12.835748041155938,0.0,0.10930181555577917
0,29.810801631798135,27.10896539130435,0.8134179999999999,776.0801529360006,270.2724967340353,0.0,0.04584739363324806,ElFuenteDance_OracleVMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteDance,OracleVMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,48.80988581524824,30.562098419365153,2.8361666666666663,-1.61881519891975
1,30.1569437032586,26.80976413043478,0.8121962173913044,768.2090483359707,248.37642624933594,0.08695652173913043,-0.5060840253577531,ElFuenteDance_OracleVMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteDance,OracleVMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,48.80988581524824,30.562098419365153,2.8361666666666663,-1.61881519891975
2,31.844769214116717,27.42046865217391,0.8320424782608695,641.3800366761659,277.6595711980327,0.0,-1.0119140588733888,ElFuenteDance_OracleVMAFViterbiQualityBasedAdaptor_Trace_6,ElFuenteDance,OracleVMAFViterbiQualityBasedAdaptor,Tram_ljabru_jernbanetorget,48.80988581524824,30.562098419365153,2.8361666666666663,-1.61881519891975
