second,mean_vmaf,mean_psnr,mean_ssim,mean_strred,mean_bitrate,rebuffer_fraction,mean_cont_mos,video_name,content_name,adaptation_algorithm,throughput_trace,spatial_info,temporal_info,rebuffer_duration_sec,retrospective_mos
10,71.65711190382771,41.39011813333333,0.9920507,17.460761410466535,481.39153684210527,0.0,0.28400599056809817,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
11,71.84880373295712,40.9242148,0.9899349333333334,22.180259234574233,547.7936842105263,0.0,0.4488758071466215,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
12,80.43320064262458,42.25975583333334,0.9919054,13.076690869548765,816.2910877192983,0.0,0.6415543734804696,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
13,82.90255577126504,42.71792203333333,0.993224,7.638047807663766,833.5859649122807,0.0,0.7774818203604617,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
14,87.63836856106607,44.42126696666666,0.9948075000000001,3.035689914404833,778.9642105263158,0.0,0.8763848663218585,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
15,81.37954037235596,42.69548959999999,0.9941815999999999,4.073913415187933,698.3298245614036,0.0,0.8504632990780367,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
16,54.195181019808466,37.40379873333333,0.9908958333333334,22.0911075041383,174.20631578947365,0.0,0.8827928023918641,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
17,67.54653533174844,40.838763799999995,0.9928293666666667,12.698281914765401,426.70147368421055,0.0,0.7428654247423794,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
18,89.31575115038889,46.15909736666666,0.9961202000000001,7.755125454928034,1256.328421052632,0.0,0.672405847420312,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
19,88.34723193717144,45.515354133333325,0.9951065,3.908819152339,1158.60350877193,0.0,0.9622618169133934,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
20,88.60641458928268,45.86922816666666,0.9952670333333332,2.6706888845703998,963.1536842105265,0.0,1.0658942676126737,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
21,90.93661083251529,46.47211636666667,0.9954449666666666,2.4801355765920334,1342.1734736842106,0.0,1.1550114336395947,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
22,92.41433590164482,47.449971733333335,0.9960083333333334,1.432326593470433,1837.8147368421055,0.0,1.1893787638318176,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
23,91.92653072394343,46.86968826666666,0.9955977333333335,1.6350266762940335,2174.2863157894744,0.0,1.164725601779115,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
24,92.9304374411225,46.730977933333335,0.9956198333333333,1.5057457838825667,2468.6989473684216,0.0,1.2082653655552906,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
25,69.11782625636964,41.72145633333333,0.9903270666666667,20.551518228653638,1023.1071989407484,0.0,1.294288833503322,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
26,54.80331103897611,38.77673279999999,0.9878646666666666,24.8764674683566,186.1856603773585,0.0,0.9943941211681653,data,AirShow,HuangBufferBasedAdaptor,Car_snaroya_smestad,24.465410465044613,9.669711446285113,0.0,0.7618791424403407
